       FUNCTION                                                     SCORE    LoC   ULoC    CC    DE   DFC   LOCATION
 800   openssl_get_md                                                0.00     13     -      4     0     0   src/libstrongswan/plugins/openssl/openssl_hasher.c:95
 801   strncaseeq                                                    0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:61
 802   chunk_equals_const                                            0.00      3     -      4     0     0   src/libstrongswan/utils/chunk.h:356
 803   strneq                                                        0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:37
 804   streq                                                         0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:29
 805   sec_labels_equal                                              0.00      2     -      4     0     0   src/libstrongswan/selectors/sec_label.h:145
 806   strcaseeq                                                     0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:53
 807   chunk_equals_const                                            0.00      3     -      4     0     0   src/libstrongswan/utils/chunk.h:356
 808   chunk_equals_const                                            0.00      3     -      4     0     0   src/libstrongswan/utils/chunk.h:356
 809   sec_labels_equal                                              0.00      2     -      4     0     0   src/libstrongswan/selectors/sec_label.h:145
 810   dbg_default                                                   0.00     11     -      3     0     0   src/libstrongswan/utils/debug.c:79
 811   nl_group                                                      0.00      6     -      3     0     0   src/libcharon/plugins/kernel_netlink/kernel_netlink_shared.h:120
 812   round_up                                                      0.00      6     -      3     0     0   src/libstrongswan/utils/utils/align.h:56
 813   utils_deinit                                                  0.00      7     -      3     0     0   src/libstrongswan/utils/utils.c:310
 814   round_up                                                      0.00      6     -      3     0     0   src/libstrongswan/utils/utils/align.h:56
 815   netlink_nested_start                                          0.00     13     -      3     0     0   src/libcharon/plugins/kernel_netlink/kernel_netlink_shared.c:879
 816   is_ke_transform                                               0.00      3     -      3     0     0   src/libstrongswan/crypto/transform.h:74
 817   is_ke_transform                                               0.00      3     -      3     0     0   src/libstrongswan/crypto/transform.h:74
 818   diffie_hellman_get_params                                     0.00      8     -      3     0     0   src/libstrongswan/crypto/key_exchange.c:578
 819   chunk_increment                                               0.00      8     -      3     0     0   src/libstrongswan/utils/chunk.c:832
 820   is_ke_transform                                               0.00      3     -      3     0     0   src/libstrongswan/crypto/transform.h:74
 821   asn1_is_printablestring                                       0.00     10     -      3     0     0   src/libstrongswan/asn1/asn1.c:729
 822   openssl_asn1_str2chunk                                        0.00      9     -      3     0     0   src/libstrongswan/plugins/openssl/openssl_util.c:230
 823   eap_method_register                                           0.00     10     -      3     0     0   src/libcharon/sa/eap/eap_method.c:29
 824   tls_ec_group_to_curve                                         0.00      8     -      3     0     0   src/libtls/tls_crypto.c:2631
 825   thread_cancellation_point                                     0.00      9     -      3     0     0   src/libstrongswan/threading/thread.c:466
 826   round_up                                                      0.00      6     -      3     0     0   src/libstrongswan/utils/utils/align.h:56
 827   tls_signature_scheme_to_key_type                              0.00      8     -      3     0     0   src/libtls/tls_crypto.c:2648
 828   xauth_method_register                                         0.00      9     -      3     0     0   src/libcharon/sa/xauth/xauth_method.c:29
 829   openssl_asn1_obj2chunk                                        0.00      8     -      3     0     0   src/libstrongswan/plugins/openssl/openssl_util.c:218
 830   dbg_default_set_level_group                                   0.00      8     -      3     0     0   src/libstrongswan/utils/debug.c:100
 831   keymat_get_keylen_encr                                        0.00     12     -      3     0     0   src/libcharon/sa/keymat.c:64
 832   keymat_get_keylen_integ                                       0.00     22     -      3     0     0   src/libcharon/sa/keymat.c:86
 833   keymat_register_constructor                                   0.00     11     -      3     0     0   src/libcharon/sa/keymat.c:118
 834   ike_sa_can_reauthenticate                                     0.00      5     -      3     0     0   src/libcharon/sa/ike_sa.c:1957
 835   is_ke_transform                                               0.00      3     -      3     0     0   src/libstrongswan/crypto/transform.h:74
 836   retransmission_parse_default                                  0.00     15     -      3     0     0   src/libcharon/sa/task_manager.c:26
 837   round_up                                                      0.00      6     -      3     0     0   src/libstrongswan/utils/utils/align.h:56
 838   pen_type_is                                                   0.00      2     -      2     0     0   src/libstrongswan/pen/pen.h:99
 839   strdupnull                                                    0.00      2     -      2     0     0   src/libstrongswan/utils/utils/string.h:77
 840   memcpy_cond                                                   0.00     10     -      2     0     0   src/libstrongswan/utils/utils/memory.c:96
 841   memeq_const                                                   0.00     10     -      2     0     0   src/libstrongswan/utils/utils/memory.c:77
 842   timeval_add_ms                                                0.00      6     -      2     0     0   src/libstrongswan/utils/utils/time.h:78
 843   strdupnull                                                    0.00      2     -      2     0     0   src/libstrongswan/utils/utils/string.h:77
 844   chunk_skip                                                    0.00      7     -      2     0     0   src/libstrongswan/utils/chunk.h:298
 845   memwipe                                                       0.00      4     -      2     0     0   src/libstrongswan/utils/utils/memory.h:100
 846   pen_type_is                                                   0.00      2     -      2     0     0   src/libstrongswan/pen/pen.h:99
 847   pen_type_equals                                               0.00      2     -      2     0     0   src/libstrongswan/pen/pen.h:86
 848   testable_function_get                                         0.00      5     -      2     0     0   src/libstrongswan/utils/test.c:86
 849   timeval_add_ms                                                0.00      6     -      2     0     0   src/libstrongswan/utils/utils/time.h:78
 850   memwipe                                                       0.00      4     -      2     0     0   src/libstrongswan/utils/utils/memory.h:100
 851   strdupnull                                                    0.00      2     -      2     0     0   src/libstrongswan/utils/utils/string.h:77
 852   memwipe                                                       0.00      4     -      2     0     0   src/libstrongswan/utils/utils/memory.h:100
 853   vici_add_key_value                                            0.00      5     -      2     0     0   src/libcharon/plugins/vici/libvici.c:332
 854   timeval_add_ms                                                0.00      6     -      2     0     0   src/libstrongswan/utils/utils/time.h:78
 855   vici_add_list_item                                            0.00      5     -      2     0     0   src/libcharon/plugins/vici/libvici.c:351
 856   kernel_ipsec_register                                         0.00      8     -      2     0     0   src/libcharon/kernel/kernel_ipsec.c:24
 857   kernel_net_register                                           0.00      8     -      2     0     0   src/libcharon/kernel/kernel_net.c:24
 858   socket_register                                               0.00      8     -      2     0     0   src/libcharon/network/socket.c:24
 859   ref_get_nonzero                                               0.00      7     -      2     0     0   src/libstrongswan/utils/utils/atomics.h:142
 860   vici_disconnect                                               0.00     14     -      2     0     0   src/libcharon/plugins/vici/libvici.c:291
 861   pad_len                                                       0.00      4     -      2     0     0   src/libstrongswan/utils/utils/align.h:45
 862   ref_get_nonzero                                               0.00      7     -      2     0     0   src/libstrongswan/utils/utils/atomics.h:142
 863   chunk_skip                                                    0.00      7     -      2     0     0   src/libstrongswan/utils/chunk.h:298
 864   pad_len                                                       0.00      4     -      2     0     0   src/libstrongswan/utils/utils/align.h:45
 865   vici_init                                                     0.00      7     -      2     0     0   src/libcharon/plugins/vici/libvici.c:766
 866   array_count                                                   0.00      5     -      2     0     0   src/libstrongswan/collections/array.c:175
 867   matchcase                                                     0.00      2     -      2     0     0   src/libstrongswan/utils/lexparser.c:42
 868   match                                                         0.00      2     -      2     0     0   src/libstrongswan/utils/lexparser.c:34
 869   x509_cdp_destroy                                              0.00      4     -      2     0     0   src/libstrongswan/credentials/certificates/x509.c:32
 870   chunk_skip                                                    0.00      7     -      2     0     0   src/libstrongswan/utils/chunk.h:298
 871   asn1_parse_integer_uint64                                     0.00      8     -      2     0     0   src/libstrongswan/asn1/asn1.c:609
 872   thread_cancelability                                          0.00      5     -      2     0     0   src/libstrongswan/threading/thread.c:443
 873   signature_params_destroy                                      0.00      5     -      2     0     0   src/libstrongswan/credentials/keys/signature_params.c:161
 874   print_in_hook                                                 0.00     10     -      2     0     0   src/libstrongswan/utils/printf_hook/printf_hook_glibc.c:82
 875   pen_type_equals                                               0.00      2     -      2     0     0   src/libstrongswan/pen/pen.h:86
 876   register_custom_logger                                        0.00      8     -      2     0     0   src/libcharon/daemon.c:180
 877   signature_params_clear                                        0.00      6     -      2     0     0   src/libstrongswan/credentials/keys/signature_params.c:173
 878   pad_len                                                       0.00      4     -      2     0     0   src/libstrongswan/utils/utils/align.h:45
 879   chunk_skip                                                    0.00      7     -      2     0     0   src/libstrongswan/utils/chunk.h:298
 880   pad_len                                                       0.00      4     -      2     0     0   src/libstrongswan/utils/utils/align.h:45
 881   route_entry_hash                                              0.00      6     -      2     0     0   src/libcharon/plugins/kernel_netlink/kernel_netlink_shared.c:1010
 882   strdupnull                                                    0.00      2     -      2     0     0   src/libstrongswan/utils/utils/string.h:77
 883   ref_get_nonzero                                               0.00      7     -      2     0     0   src/libstrongswan/utils/utils/atomics.h:142
 884   memwipe                                                       0.00      4     -      2     0     0   src/libstrongswan/utils/utils/memory.h:100
 885   array_destroy                                                 0.00      5     -      2     0     0   src/libstrongswan/collections/array.c:554
 886   ref_get_nonzero                                               0.00      7     -      2     0     0   src/libstrongswan/utils/utils/atomics.h:142
 887   netlink_nested_end                                            0.00      7     -      2     0     0   src/libcharon/plugins/kernel_netlink/kernel_netlink_shared.c:887
 888   enumerator_enumerate_default                                  0.00     11     -      2     0     0   src/libstrongswan/collections/enumerator.c:40
 889   library_add_namespace                                         0.00      7     -      2     0     0   src/libstrongswan/library.c:84
 890   pen_type_equals                                               0.00      2     -      2     0     0   src/libstrongswan/pen/pen.h:86
 891   pen_type_is                                                   0.00      2     -      2     0     0   src/libstrongswan/pen/pen.h:99
 892   timeval_add_ms                                                0.00      6     -      2     0     0   src/libstrongswan/utils/utils/time.h:78
 893   child_rekey_conclude_rekeying                                 0.00     19     -      2     0     0   src/libcharon/sa/ikev2/tasks/child_rekey.c:1030
 894   return_success                                                0.00      2     -      1     0     0   src/libstrongswan/utils/utils/status.c:46
 895   chunk_create                                                  0.00      3     -      1     0     0   src/libstrongswan/utils/chunk.h:59
 896   return_false                                                  0.00      2     -      1     0     0   src/libstrongswan/utils/utils.c:283
 897   random_plugin_get_strong_equals_true                          0.00      2     -      1     0     0   src/libstrongswan/plugins/random/random_plugin.c:77
 898   random_plugin_get_dev_random                                  0.00      2     -      1     0     0   src/libstrongswan/plugins/random/random_plugin.c:61
 899   random_plugin_get_dev_urandom                                 0.00      2     -      1     0     0   src/libstrongswan/plugins/random/random_plugin.c:69
 900   traffic_selector_icmp_type                                    0.00      2     -      1     0     0   src/libstrongswan/selectors/traffic_selector.h:259
 901   traffic_selector_icmp_code                                    0.00      2     -      1     0     0   src/libstrongswan/selectors/traffic_selector.h:270
 902   set_file_mode                                                 0.00      1     -      1     0     0   src/pki/pki.c:217
 903   pen_type_create                                               0.00      3     -      1     0     0   src/libstrongswan/pen/pen.h:73
 904   key_exchange_deinit                                           0.00      3     -      1     0     0   src/libstrongswan/crypto/key_exchange.c:569
 905   settings_section_sort                                         0.00      3     -      1     0     0   src/libstrongswan/settings/settings_types.c:373
 906   settings_section_find                                         0.00      4     -      1     0     0   src/libstrongswan/settings/settings_types.c:363
 907   return_true                                                   0.00      2     -      1     0     0   src/libstrongswan/utils/utils.c:275
 908   settings_kv_sort                                              0.00      3     -      1     0     0   src/libstrongswan/settings/settings_types.c:392
 909   kernel_netlink_xfrmi_destroy                                  0.00      4     -      1     0     0   src/libcharon/plugins/kernel_netlink/kernel_netlink_xfrmi.c:398
 910   settings_kv_find                                              0.00      4     -      1     0     0   src/libstrongswan/settings/settings_types.c:382
 911   path_is_separator                                             0.00      2     -      1     0     0   src/libstrongswan/utils/utils/path.h:43
 912   traffic_selector_icmp_code                                    0.00      2     -      1     0     0   src/libstrongswan/selectors/traffic_selector.h:270
 913   traffic_selector_icmp_type                                    0.00      2     -      1     0     0   src/libstrongswan/selectors/traffic_selector.h:259
 914   sec_label_mode_default                                        0.00      2     -      1     0     0   src/libstrongswan/selectors/sec_label.c:213
 915   return_null                                                   0.00      2     -      1     0     0   src/libstrongswan/utils/utils.c:267
 916   arrays_init                                                   0.00      1     -      1     0     0   src/libstrongswan/collections/array.c:575
 917   nop                                                           0.00      1     -      1     0     0   src/libstrongswan/utils/utils.c:291
 918   arrays_deinit                                                 0.00      1     -      1     0     0   src/libstrongswan/collections/array.c:582
 919   send_sigint                                                   0.00      2     -      1     0     0   src/libstrongswan/utils/utils.c:145
 920   round_down                                                    0.00      2     -      1     0     0   src/libstrongswan/utils/utils/align.h:64
 921   round_down                                                    0.00      2     -      1     0     0   src/libstrongswan/utils/utils/align.h:64
 922   chunk_create                                                  0.00      3     -      1     0     0   src/libstrongswan/utils/chunk.h:59
 923   openssl_engine_deinit                                         0.00      1     -      1     0     0   src/libstrongswan/plugins/openssl/openssl_engine.c:185
 924   pen_type_create                                               0.00      3     -      1     0     0   src/libstrongswan/pen/pen.h:73
 925   openssl_engine_init                                           0.00      1     -      1     0     0   src/libstrongswan/plugins/openssl/openssl_engine.c:195
 926   thread_exit                                                   0.00      2     -      1     0     0   src/libstrongswan/threading/thread.c:479
 927   dbg_default_set_stream                                        0.00      2     -      1     0     0   src/libstrongswan/utils/debug.c:126
 928   hashtable_equals_ptr                                          0.00      2     -      1     0     0   src/libstrongswan/collections/hashtable.c:179
 929   vici_find_str                                                 0.00      7     -      1     0     0   src/libcharon/plugins/vici/libvici.c:660
 930   vici_on_close                                                 0.00      3     -      1     0     0   src/libcharon/plugins/vici/libvici.c:760
 931   chunk_create                                                  0.00      3     -      1     0     0   src/libstrongswan/utils/chunk.h:59
 932   vici_free_res                                                 0.00      5     -      1     0     0   src/libcharon/plugins/vici/libvici.c:684
 933   round_down                                                    0.00      2     -      1     0     0   src/libstrongswan/utils/utils/align.h:64
 934   vici_free_req                                                 0.00      4     -      1     0     0   src/libcharon/plugins/vici/libvici.c:442
 935   vici_end_section                                              0.00      2     -      1     0     0   src/libcharon/plugins/vici/libvici.c:327
 936   vici_end_list                                                 0.00      2     -      1     0     0   src/libcharon/plugins/vici/libvici.c:365
 937   round_down                                                    0.00      2     -      1     0     0   src/libstrongswan/utils/utils/align.h:64
 938   vici_deinit                                                   0.00      3     -      1     0     0   src/libcharon/plugins/vici/libvici.c:777
 939   vici_begin_section                                            0.00      2     -      1     0     0   src/libcharon/plugins/vici/libvici.c:322
 940   vici_begin_list                                               0.00      2     -      1     0     0   src/libcharon/plugins/vici/libvici.c:346
 941   vici_add_list_itemf                                           0.00      5     -      1     0     0   src/libcharon/plugins/vici/libvici.c:356
 942   vici_add_key_valuef                                           0.00      5     -      1     0     0   src/libcharon/plugins/vici/libvici.c:337
 943   atomics_deinit                                                0.00      1     -      1     0     0   src/libstrongswan/utils/utils/atomics.c:107
 944   path_is_separator                                             0.00      2     -      1     0     0   src/libstrongswan/utils/utils/path.h:43
 945   return_need_more                                              0.00      2     -      1     0     0   src/libstrongswan/utils/utils/status.c:54
 946   atomics_init                                                  0.00      1     -      1     0     0   src/libstrongswan/utils/utils/atomics.c:96
 947   strerror_deinit                                               0.00      3     -      1     0     0   src/libstrongswan/utils/utils/strerror.c:141
 948   backtrace_deinit                                              0.00      1     -      1     0     0   src/libstrongswan/utils/backtrace.c:473
 949   pen_type_create                                               0.00      3     -      1     0     0   src/libstrongswan/pen/pen.h:73
 950   backtrace_init                                                0.00      1     -      1     0     0   src/libstrongswan/utils/backtrace.c:472
 951   path_is_separator                                             0.00      2     -      1     0     0   src/libstrongswan/utils/utils/path.h:43
 952   path_is_separator                                             0.00      2     -      1     0     0   src/libstrongswan/utils/utils/path.h:43
 953   libtls_init                                                   0.00      1     -      1     0     0   src/libtls/tls.c:278
 954   traffic_selector_icmp_code                                    0.00      2     -      1     0     0   src/libstrongswan/selectors/traffic_selector.h:270
 955   traffic_selector_icmp_type                                    0.00      2     -      1     0     0   src/libstrongswan/selectors/traffic_selector.h:259
 956   chunk_create                                                  0.00      3     -      1     0     0   src/libstrongswan/utils/chunk.h:59
 957   controller_cb_empty                                           0.00      2     -      1     0     0   src/libcharon/control/controller.c:750
 958   vici_find_int                                                 0.00      7     -      1     0     0   src/libcharon/plugins/vici/libvici.c:672
 959   return_failed                                                 0.00      2     -      1     0     0   src/libstrongswan/utils/utils/status.c:38
